level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1728	2200	-1	
2	1	1	0	0	0	403	81	67	18	-1	
3	1	1	1	0	0	403	81	67	18	-1	
4	1	1	1	1	0	403	81	67	18	-1	
5	1	1	1	1	1	403	81	67	18	86	1952-53
2	1	2	0	0	0	259	82	122	20	-1	
3	1	2	1	0	0	259	82	122	20	-1	
4	1	2	1	1	0	259	82	122	20	-1	
5	1	2	1	1	1	259	83	95	19	96	SECTION
5	1	2	1	1	2	364	82	17	18	64	If
2	1	3	0	0	0	772	102	375	64	-1	
3	1	3	1	0	0	772	102	375	64	-1	
4	1	3	1	1	0	772	102	375	64	-1	
5	1	3	1	1	1	772	103	211	63	96	BRAKES,
5	1	3	1	1	2	1011	102	136	39	96	FOOT
2	1	4	0	0	0	955	257	27	30	-1	
3	1	4	1	0	0	955	257	27	30	-1	
4	1	4	1	1	0	955	257	27	30	-1	
5	1	4	1	1	1	955	257	27	30	12	¢
2	1	5	0	0	0	1238	297	141	55	-1	
3	1	5	1	0	0	1238	297	141	55	-1	
4	1	5	1	1	0	1238	297	141	55	-1	
5	1	5	1	1	1	1238	297	141	55	20	SMA
2	1	6	0	0	0	1219	356	12	4	-1	
3	1	6	1	0	0	1219	356	12	4	-1	
4	1	6	1	1	0	1219	356	12	4	-1	
5	1	6	1	1	1	1219	356	12	4	36	mJ
2	1	7	0	0	0	867	379	34	15	-1	
3	1	7	1	0	0	867	379	34	15	-1	
4	1	7	1	1	0	867	379	34	15	-1	
5	1	7	1	1	1	867	379	34	15	46	Of
2	1	8	0	0	0	1289	365	14	9	-1	
3	1	8	1	0	0	1289	365	14	9	-1	
4	1	8	1	1	0	1289	365	14	9	-1	
5	1	8	1	1	1	1289	365	14	9	5	te
2	1	9	0	0	0	972	333	65	65	-1	
3	1	9	1	0	0	972	333	65	65	-1	
4	1	9	1	1	0	972	333	65	65	-1	
5	1	9	1	1	1	972	333	65	65	30	lh
2	1	10	0	0	0	1121	395	33	15	-1	
3	1	10	1	0	0	1121	395	33	15	-1	
4	1	10	1	1	0	1121	395	33	15	-1	
5	1	10	1	1	1	1121	395	33	15	0	t—
2	1	11	0	0	0	1180	373	63	34	-1	
3	1	11	1	0	0	1180	373	63	34	-1	
4	1	11	1	1	0	1180	373	63	34	-1	
5	1	11	1	1	1	1180	373	63	34	55	On,
2	1	12	0	0	0	1421	411	73	21	-1	
3	1	12	1	0	0	1421	411	73	21	-1	
4	1	12	1	1	0	1421	411	73	21	-1	
5	1	12	1	1	1	1421	411	73	21	58	Qo
2	1	13	0	0	0	882	419	73	21	-1	
3	1	13	1	0	0	882	419	73	21	-1	
4	1	13	1	1	0	882	419	73	21	-1	
5	1	13	1	1	1	882	428	17	12	0	o
5	1	13	1	1	2	920	419	35	20	0	SQ
2	1	14	0	0	0	1507	400	54	63	-1	
3	1	14	1	0	0	1507	400	54	63	-1	
4	1	14	1	1	0	1507	400	54	63	-1	
5	1	14	1	1	1	1507	400	54	63	19	\s
2	1	15	0	0	0	913	481	101	22	-1	
3	1	15	1	0	0	913	481	101	22	-1	
4	1	15	1	1	0	913	481	101	22	-1	
5	1	15	1	1	1	913	484	32	14	31	O78
5	1	15	1	1	2	976	481	38	22	0	£&
2	1	16	0	0	0	1073	510	20	18	-1	
3	1	16	1	0	0	1073	510	20	18	-1	
4	1	16	1	1	0	1073	510	20	18	-1	
5	1	16	1	1	1	1073	510	20	18	86	©
2	1	17	0	0	0	795	506	42	36	-1	
3	1	17	1	0	0	795	506	42	36	-1	
4	1	17	1	1	0	795	506	42	36	-1	
5	1	17	1	1	1	795	506	42	36	24	aN
2	1	18	0	0	0	948	523	53	26	-1	
3	1	18	1	0	0	948	523	53	26	-1	
4	1	18	1	1	0	948	523	53	26	-1	
5	1	18	1	1	1	948	523	53	26	39	A
2	1	19	0	0	0	1439	525	69	23	-1	
3	1	19	1	0	0	1439	525	69	23	-1	
4	1	19	1	1	0	1439	525	69	23	-1	
5	1	19	1	1	1	1439	525	69	23	72	@
5	1	19	1	1	2	1485	521	26	38	78	0
2	1	20	0	0	0	1198	544	31	20	-1	
3	1	20	1	0	0	1198	544	31	20	-1	
4	1	20	1	1	0	1198	544	31	20	-1	
5	1	20	1	1	1	1198	544	31	20	0	19/
2	1	21	0	0	0	635	585	41	16	-1	
3	1	21	1	0	0	635	585	41	16	-1	
4	1	21	1	1	0	635	585	41	16	-1	
5	1	21	1	1	1	635	585	41	16	18	ts
2	1	22	0	0	0	900	571	28	14	-1	
3	1	22	1	0	0	900	571	28	14	-1	
4	1	22	1	1	0	900	571	28	14	-1	
5	1	22	1	1	1	900	571	28	14	45	wn?
2	1	23	0	0	0	869	592	45	21	-1	
3	1	23	1	0	0	869	592	45	21	-1	
4	1	23	1	1	0	869	592	45	21	-1	
5	1	23	1	1	1	869	592	45	21	25	Ce
2	1	24	0	0	0	1010	538	49	84	-1	
3	1	24	1	0	0	1010	538	49	84	-1	
4	1	24	1	1	0	1010	538	49	84	-1	
5	1	24	1	1	1	1010	538	49	84	1	.
2	1	25	0	0	0	760	607	22	26	-1	
3	1	25	1	0	0	760	607	22	26	-1	
4	1	25	1	1	0	760	607	22	26	-1	
5	1	25	1	1	1	760	607	22	26	69	@
2	1	26	0	0	0	981	624	54	19	-1	
3	1	26	1	0	0	981	624	54	19	-1	
4	1	26	1	1	0	981	624	54	19	-1	
5	1	26	1	1	1	981	624	54	19	48	GES
2	1	27	0	0	0	1075	628	16	18	-1	
3	1	27	1	0	0	1075	628	16	18	-1	
4	1	27	1	1	0	1075	628	16	18	-1	
5	1	27	1	1	1	1075	628	16	18	44	Ly
2	1	28	0	0	0	1092	616	14	17	-1	
3	1	28	1	0	0	1092	616	14	17	-1	
4	1	28	1	1	0	1092	616	14	17	-1	
5	1	28	1	1	1	1092	616	14	17	16	yp
2	1	29	0	0	0	814	622	25	31	-1	
3	1	29	1	0	0	814	622	25	31	-1	
4	1	29	1	1	0	814	622	25	31	-1	
5	1	29	1	1	1	814	622	25	31	0	e
2	1	30	0	0	0	884	645	31	14	-1	
3	1	30	1	0	0	884	645	31	14	-1	
4	1	30	1	1	0	884	645	31	14	-1	
5	1	30	1	1	1	884	645	31	14	69	eu
2	1	31	0	0	0	583	663	44	21	-1	
3	1	31	1	0	0	583	663	44	21	-1	
4	1	31	1	1	0	583	663	44	21	-1	
5	1	31	1	1	1	583	663	44	21	49	908
2	1	32	0	0	0	752	669	105	28	-1	
3	1	32	1	0	0	752	669	105	28	-1	
4	1	32	1	1	0	752	669	105	28	-1	
5	1	32	1	1	1	752	669	105	28	36	Ve
5	1	32	1	1	2	834	665	27	45	83	&
2	1	33	0	0	0	996	653	111	43	-1	
3	1	33	1	0	0	996	653	111	43	-1	
4	1	33	1	1	0	996	653	111	43	-1	
5	1	33	1	1	1	996	653	111	43	29	QicP
2	1	34	0	0	0	608	685	18	26	-1	
3	1	34	1	0	0	608	685	18	26	-1	
4	1	34	1	1	0	608	685	18	26	-1	
5	1	34	1	1	1	608	685	18	26	92	&
2	1	35	0	0	0	969	702	37	12	-1	
3	1	35	1	0	0	969	702	37	12	-1	
4	1	35	1	1	0	969	702	37	12	-1	
5	1	35	1	1	1	969	702	37	12	4	om
2	1	36	0	0	0	598	712	44	26	-1	
3	1	36	1	0	0	598	712	44	26	-1	
4	1	36	1	1	0	598	712	44	26	-1	
5	1	36	1	1	1	598	712	44	26	0	09
2	1	37	0	0	0	855	718	45	23	-1	
3	1	37	1	0	0	855	718	45	23	-1	
4	1	37	1	1	0	855	718	45	23	-1	
5	1	37	1	1	1	855	718	45	23	0	XN®
2	1	38	0	0	0	1300	672	44	63	-1	
3	1	38	1	0	0	1300	672	44	63	-1	
4	1	38	1	1	0	1300	672	44	63	-1	
5	1	38	1	1	1	1300	672	44	63	45	3
2	1	39	0	0	0	275	742	28	15	-1	
3	1	39	1	0	0	275	742	28	15	-1	
4	1	39	1	1	0	275	742	28	15	-1	
5	1	39	1	1	1	275	742	28	15	17	+
2	1	40	0	0	0	483	750	34	18	-1	
3	1	40	1	0	0	483	750	34	18	-1	
4	1	40	1	1	0	483	750	34	18	-1	
5	1	40	1	1	1	483	750	10	13	39	a
5	1	40	1	1	2	508	757	9	11	31	9
2	1	41	0	0	0	1009	735	65	45	-1	
3	1	41	1	0	0	1009	735	65	45	-1	
4	1	41	1	1	0	1009	735	65	45	-1	
5	1	41	1	1	1	1009	735	65	45	21	2
2	1	42	0	0	0	679	821	41	14	-1	
3	1	42	1	0	0	679	821	41	14	-1	
4	1	42	1	1	0	679	821	41	14	-1	
5	1	42	1	1	1	679	821	41	14	36	go
2	1	43	0	0	0	797	862	80	14	-1	
3	1	43	1	0	0	797	862	80	14	-1	
4	1	43	1	1	0	797	862	80	14	-1	
5	1	43	1	1	1	797	862	80	14	18	aM
2	1	44	0	0	0	723	865	39	29	-1	
3	1	44	1	0	0	723	865	39	29	-1	
4	1	44	1	1	0	723	865	39	29	-1	
5	1	44	1	1	1	723	865	39	29	15	8~
2	1	45	0	0	0	917	888	77	22	-1	
3	1	45	1	0	0	917	888	77	22	-1	
4	1	45	1	1	0	917	888	77	22	-1	
5	1	45	1	1	1	917	888	77	22	49	A310
2	1	46	0	0	0	342	900	18	21	-1	
3	1	46	1	0	0	342	900	18	21	-1	
4	1	46	1	1	0	342	900	18	21	-1	
5	1	46	1	1	1	342	900	18	21	60	ri
2	1	47	0	0	0	347	930	19	4	-1	
3	1	47	1	0	0	347	930	19	4	-1	
4	1	47	1	1	0	347	930	19	4	-1	
5	1	47	1	1	1	347	930	19	4	42	es
2	1	48	0	0	0	353	938	16	12	-1	
3	1	48	1	0	0	353	938	16	12	-1	
4	1	48	1	1	0	353	938	16	12	-1	
5	1	48	1	1	1	353	938	16	12	58	eh
2	1	49	0	0	0	690	925	47	16	-1	
3	1	49	1	0	0	690	925	47	16	-1	
4	1	49	1	1	0	690	925	47	16	-1	
5	1	49	1	1	1	690	925	47	16	36	mM
2	1	50	0	0	0	780	947	7	8	-1	
3	1	50	1	0	0	780	947	7	8	-1	
4	1	50	1	1	0	780	947	7	8	-1	
5	1	50	1	1	1	780	947	7	8	60	g
2	1	51	0	0	0	355	950	14	15	-1	
3	1	51	1	0	0	355	950	14	15	-1	
4	1	51	1	1	0	355	950	14	15	-1	
5	1	51	1	1	1	355	950	14	15	20	A
2	1	52	0	0	0	427	969	39	13	-1	
3	1	52	1	0	0	427	969	39	13	-1	
4	1	52	1	1	0	427	969	39	13	-1	
5	1	52	1	1	1	427	969	39	13	33	aD
2	1	53	0	0	0	834	949	53	13	-1	
3	1	53	1	0	0	834	949	53	13	-1	
4	1	53	1	1	0	834	949	53	13	-1	
5	1	53	1	1	1	834	949	53	13	33	oe
2	1	54	0	0	0	341	967	63	34	-1	
3	1	54	1	0	0	341	967	63	34	-1	
4	1	54	1	1	0	341	967	63	34	-1	
5	1	54	1	1	1	341	967	63	34	60	AS
2	1	55	0	0	0	731	955	101	85	-1	
3	1	55	1	0	0	731	955	101	85	-1	
4	1	55	1	1	0	731	955	101	85	-1	
5	1	55	1	1	1	731	955	101	85	17	CO
2	1	56	0	0	0	585	1032	138	42	-1	
3	1	56	1	0	0	585	1032	138	42	-1	
4	1	56	1	1	0	585	1032	138	42	-1	
5	1	56	1	1	1	585	1032	138	42	0	——
2	1	57	0	0	0	938	1172	7	21	-1	
3	1	57	1	0	0	938	1172	7	21	-1	
4	1	57	1	1	0	938	1172	7	21	-1	
5	1	57	1	1	1	938	1172	7	21	27	A
2	1	58	0	0	0	941	1194	44	46	-1	
3	1	58	1	0	0	941	1194	44	46	-1	
4	1	58	1	1	0	941	1194	44	46	-1	
5	1	58	1	1	1	941	1194	44	46	40	2
2	1	59	0	0	0	757	1261	39	27	-1	
3	1	59	1	0	0	757	1261	39	27	-1	
4	1	59	1	1	0	757	1261	39	27	-1	
5	1	59	1	1	1	757	1261	39	27	76	gH
2	1	60	0	0	0	947	1258	65	37	-1	
3	1	60	1	0	0	947	1258	65	37	-1	
4	1	60	1	1	0	947	1258	65	37	-1	
5	1	60	1	1	1	947	1258	65	37	51	AA
2	1	61	0	0	0	956	1248	41	31	-1	
3	1	61	1	0	0	956	1248	41	31	-1	
4	1	61	1	1	0	956	1248	41	31	-1	
5	1	61	1	1	1	956	1248	41	31	47	a
2	1	62	0	0	0	942	1372	44	17	-1	
3	1	62	1	0	0	942	1372	44	17	-1	
4	1	62	1	1	0	942	1372	44	17	-1	
5	1	62	1	1	1	942	1372	26	17	50	65)
5	1	62	1	1	2	984	1375	2	5	0	b
2	1	63	0	0	0	965	1362	29	53	-1	
3	1	63	1	0	0	965	1362	29	53	-1	
4	1	63	1	1	0	965	1362	29	53	-1	
5	1	63	1	1	1	965	1362	29	53	0	\
2	1	64	0	0	0	960	1479	42	12	-1	
3	1	64	1	0	0	960	1479	42	12	-1	
4	1	64	1	1	0	960	1479	42	12	-1	
5	1	64	1	1	1	960	1479	42	12	45	ww
2	1	65	0	0	0	1021	1538	13	10	-1	
3	1	65	1	0	0	1021	1538	13	10	-1	
4	1	65	1	1	0	1021	1538	13	10	-1	
5	1	65	1	1	1	1021	1538	13	10	48	NE:
2	1	66	0	0	0	1046	1517	46	26	-1	
3	1	66	1	0	0	1046	1517	46	26	-1	
4	1	66	1	1	0	1046	1517	46	26	-1	
5	1	66	1	1	1	1046	1517	46	26	63	ye
2	1	67	0	0	0	1025	1553	14	6	-1	
3	1	67	1	0	0	1025	1553	14	6	-1	
4	1	67	1	1	0	1025	1553	14	6	-1	
5	1	67	1	1	1	1025	1553	14	6	42	es
2	1	68	0	0	0	1029	1558	18	5	-1	
3	1	68	1	0	0	1029	1558	18	5	-1	
4	1	68	1	1	0	1029	1558	18	5	-1	
5	1	68	1	1	1	1029	1558	18	5	0	e
2	1	69	0	0	0	957	1556	59	18	-1	
3	1	69	1	0	0	957	1556	59	18	-1	
4	1	69	1	1	0	957	1556	59	18	-1	
5	1	69	1	1	1	957	1556	59	18	54	Qe
2	1	70	0	0	0	1032	1567	19	22	-1	
3	1	70	1	0	0	1032	1567	19	22	-1	
4	1	70	1	1	0	1032	1567	19	22	-1	
5	1	70	1	1	1	1032	1567	19	22	47	4)
2	1	71	0	0	0	1062	1607	57	11	-1	
3	1	71	1	0	0	1062	1607	57	11	-1	
4	1	71	1	1	0	1062	1607	57	11	-1	
5	1	71	1	1	1	1062	1607	57	11	0	—/-
2	1	72	0	0	0	747	1642	66	58	-1	
3	1	72	1	0	0	747	1642	66	58	-1	
4	1	72	1	1	0	747	1642	66	58	-1	
5	1	72	1	1	1	747	1642	66	58	21	79
2	1	73	0	0	0	744	1702	31	35	-1	
3	1	73	1	0	0	744	1702	31	35	-1	
4	1	73	1	1	0	744	1702	31	35	-1	
5	1	73	1	1	1	744	1702	31	35	17	3
2	1	74	0	0	0	1061	1701	112	48	-1	
3	1	74	1	0	0	1061	1701	112	48	-1	
4	1	74	1	1	0	1061	1701	112	48	-1	
5	1	74	1	1	1	1061	1701	112	48	43	Af?
2	1	75	0	0	0	1021	1746	69	21	-1	
3	1	75	1	0	0	1021	1746	69	21	-1	
