level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1728	2200	-1	
2	1	1	0	0	0	88	104	9	21	-1	
3	1	1	1	0	0	88	104	9	21	-1	
4	1	1	1	1	0	88	104	9	21	-1	
5	1	1	1	1	1	88	104	9	21	25	il
2	1	2	0	0	0	1689	159	32	14	-1	
3	1	2	1	0	0	1689	159	32	14	-1	
4	1	2	1	1	0	1689	159	32	14	-1	
5	1	2	1	1	1	1689	159	32	14	75	PLe
2	1	3	0	0	0	1701	176	20	13	-1	
3	1	3	1	0	0	1701	176	20	13	-1	
4	1	3	1	1	0	1701	176	20	13	-1	
5	1	3	1	1	1	1701	176	20	13	96	RE
2	1	4	0	0	0	66	326	10	27	-1	
3	1	4	1	0	0	66	326	10	27	-1	
4	1	4	1	1	0	66	326	10	27	-1	
5	1	4	1	1	1	66	326	10	27	0	/
2	1	5	0	0	0	66	372	9	11	-1	
3	1	5	1	0	0	66	372	9	11	-1	
4	1	5	1	1	0	66	372	9	11	-1	
5	1	5	1	1	1	66	372	9	11	27	a
2	1	6	0	0	0	72	443	9	26	-1	
3	1	6	1	0	0	72	443	9	26	-1	
4	1	6	1	1	0	72	443	9	26	-1	
5	1	6	1	1	1	72	443	9	26	0	L
2	1	7	0	0	0	43	677	8	10	-1	
3	1	7	1	0	0	43	677	8	10	-1	
4	1	7	1	1	0	43	677	8	10	-1	
5	1	7	1	1	1	43	677	8	10	0	ie
2	1	8	0	0	0	66	673	10	8	-1	
3	1	8	1	0	0	66	673	10	8	-1	
4	1	8	1	1	0	66	673	10	8	-1	
5	1	8	1	1	1	66	673	10	8	30	a
2	1	9	0	0	0	66	842	7	14	-1	
3	1	9	1	0	0	66	842	7	14	-1	
4	1	9	1	1	0	66	842	7	14	-1	
5	1	9	1	1	1	66	842	7	14	6	a
2	1	10	0	0	0	1632	1031	6	16	-1	
3	1	10	1	0	0	1632	1031	6	16	-1	
4	1	10	1	1	0	1632	1031	6	16	-1	
5	1	10	1	1	1	1632	1031	6	16	42	A
2	1	11	0	0	0	1632	1188	6	13	-1	
3	1	11	1	0	0	1632	1188	6	13	-1	
4	1	11	1	1	0	1632	1188	6	13	-1	
5	1	11	1	1	1	1632	1188	6	13	20	$.
2	1	12	0	0	0	1631	1209	7	7	-1	
3	1	12	1	0	0	1631	1209	7	7	-1	
4	1	12	1	1	0	1631	1209	7	7	-1	
5	1	12	1	1	1	1631	1209	7	7	0	&
