level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1728	2200	-1	
2	1	1	0	0	0	742	1004	193	22	-1	
3	1	1	1	0	0	742	1004	193	22	-1	
4	1	1	1	1	0	742	1004	193	22	-1	
5	1	1	1	1	1	742	1008	50	18	80	ESBN
5	1	1	1	1	2	801	1007	8	18	86	1
5	1	1	1	1	3	819	1005	61	19	69	85520
5	1	1	1	1	4	888	1004	47	18	92	1194
2	1	2	0	0	0	626	1070	420	24	-1	
3	1	2	1	0	0	626	1070	420	24	-1	
4	1	2	1	1	0	626	1070	420	24	-1	
5	1	2	1	1	1	626	1074	129	20	91	COPYRIGHI
5	1	2	1	1	2	765	1073	63	19	96	LAND
5	1	2	1	1	3	835	1072	80	18	96	ROVER
5	1	2	1	1	4	922	1071	72	18	88	PARIS
5	1	2	1	1	5	1002	1070	44	18	84	LID.
2	1	3	0	0	0	552	1114	578	26	-1	
3	1	3	1	0	0	552	1114	578	26	-1	
4	1	3	1	1	0	552	1114	578	26	-1	
5	1	3	1	1	1	552	1122	79	18	95	ISSUED
5	1	3	1	1	2	638	1121	49	18	93	AND
5	1	3	1	1	3	694	1119	98	18	92	PRINIED
5	1	3	1	1	4	800	1118	30	18	96	BY
5	1	3	1	1	5	838	1116	156	19	96	BROOKLANDS
5	1	3	1	1	6	1003	1114	74	19	96	BOOKS
5	1	3	1	1	7	1086	1114	44	17	96	LID
2	1	4	0	0	0	547	1136	586	28	-1	
3	1	4	1	0	0	547	1136	586	28	-1	
4	1	4	1	1	0	547	1136	586	28	-1	
5	1	4	1	1	1	547	1145	28	18	95	PO
5	1	4	1	1	2	583	1144	47	18	96	BOX
5	1	4	1	1	3	639	1143	40	21	96	146,
5	1	4	1	1	4	686	1141	104	21	96	COBHAM,
5	1	4	1	1	5	802	1139	100	21	93	SURREY,
5	1	4	1	1	6	909	1139	53	17	89	KT11
5	1	4	1	1	7	973	1137	40	19	88	1LG
5	1	4	1	1	8	1021	1136	112	18	96	ENGLAND
2	1	5	0	0	0	664	1160	352	23	-1	
3	1	5	1	0	0	664	1160	352	23	-1	
4	1	5	1	1	0	664	1160	352	23	-1	
5	1	5	1	1	1	664	1165	56	18	96	WITH
5	1	5	1	1	2	728	1164	46	18	95	THE
5	1	5	1	1	3	781	1163	56	18	95	KIND
5	1	5	1	1	4	844	1161	136	19	96	PERMISSION
5	1	5	1	1	5	988	1160	28	18	96	OF
2	1	6	0	0	0	628	1181	424	25	-1	
3	1	6	1	0	0	628	1181	424	25	-1	
4	1	6	1	1	0	628	1181	424	25	-1	
5	1	6	1	1	1	628	1188	62	18	96	LAND
5	1	6	1	1	2	697	1187	80	18	96	ROVER
5	1	6	1	1	3	785	1185	71	18	96	PARTS
5	1	6	1	1	4	864	1184	50	18	96	LTD,
5	1	6	1	1	5	928	1183	28	18	96	PO
5	1	6	1	1	6	963	1182	48	18	94	BOX
5	1	6	1	1	7	1019	1181	33	18	94	333
2	1	7	0	0	0	613	1203	458	26	-1	
3	1	7	1	0	0	613	1203	458	26	-1	
4	1	7	1	1	0	613	1203	458	26	-1	
5	1	7	1	1	1	613	1209	135	20	91	BICKENHILL
5	1	7	1	1	2	759	1208	60	18	96	LANE
5	1	7	1	1	3	827	1205	150	20	95	BIRMINGHAM
5	1	7	1	1	4	985	1204	37	18	82	B37
5	1	7	1	1	5	1031	1203	40	20	82	74Q
2	1	8	0	0	0	785	1229	111	18	-1	
3	1	8	1	0	0	785	1229	111	18	-1	
4	1	8	1	1	0	785	1229	111	18	-1	
5	1	8	1	1	1	785	1229	111	18	96	ENGLAND
