level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	1728	2200	-1	
2	1	1	0	0	0	1426	76	209	19	-1	
3	1	1	1	0	0	1426	76	209	19	-1	
4	1	1	1	1	0	1426	76	209	19	-1	
5	1	1	1	1	1	1426	76	94	19	96	SECTION
5	1	1	1	1	2	1529	77	17	17	35	HI
5	1	1	1	1	3	1569	77	66	18	82	1952-53
2	1	2	0	0	0	692	103	494	39	-1	
3	1	2	1	0	0	692	103	494	39	-1	
4	1	2	1	1	0	692	103	494	39	-1	
5	1	2	1	1	1	692	103	132	38	95	MAIN
5	1	2	1	1	2	853	103	141	38	96	GEAR
5	1	2	1	1	3	1023	103	163	39	96	LEVER
2	1	3	0	0	0	251	162	52	36	-1	
3	1	3	1	0	0	251	162	52	36	-1	
4	1	3	1	1	0	251	162	52	36	-1	
5	1	3	1	1	1	251	162	52	36	40	rare
2	1	4	0	0	0	345	165	82	18	-1	
3	1	4	1	0	0	345	165	82	18	-1	
4	1	4	1	1	0	345	165	82	18	-1	
5	1	4	1	1	1	345	165	82	18	90	1234
2	1	5	0	0	0	531	164	184	21	-1	
3	1	5	1	0	0	531	164	184	21	-1	
4	1	5	1	1	0	531	164	184	21	-1	
5	1	5	1	1	1	531	164	184	21	95	DESCRIPTION
2	1	6	0	0	0	853	164	167	26	-1	
3	1	6	1	0	0	853	164	167	26	-1	
4	1	6	1	1	0	853	164	167	26	-1	
5	1	6	1	1	1	853	164	46	26	77	Qty.
5	1	6	1	1	2	928	164	45	21	94	Part
5	1	6	1	1	3	981	164	39	21	96	No.
2	1	7	0	0	0	1264	165	130	22	-1	
3	1	7	1	0	0	1264	165	130	22	-1	
4	1	7	1	1	0	1264	165	130	22	-1	
5	1	7	1	1	1	1264	165	130	22	96	REMARKS
2	1	8	0	0	0	320	202	566	23	-1	
3	1	8	1	0	0	320	202	566	23	-1	
4	1	8	1	1	0	320	202	566	23	-1	
5	1	8	1	1	1	320	202	73	22	95	MAIN
5	1	8	1	1	2	408	202	72	22	95	GEAR
5	1	8	1	1	3	493	202	112	22	95	CHANGE
5	1	8	1	1	4	620	203	86	21	96	LEVER
5	1	8	1	1	5	718	203	144	22	96	ASSEMBLY
5	1	8	1	1	6	881	204	5	20	84	|
2	1	9	0	0	0	939	203	173	21	-1	
3	1	9	1	0	0	939	203	173	21	-1	
4	1	9	1	1	0	939	203	173	21	-1	
5	1	9	1	1	1	939	203	75	21	92	239927
5	1	9	1	1	2	1040	203	72	21	91	RHD
2	1	10	0	0	0	319	236	568	22	-1	
3	1	10	1	0	0	319	236	568	22	-1	
4	1	10	1	1	0	319	236	568	22	-1	
5	1	10	1	1	1	319	236	74	22	96	MAIN
5	1	10	1	1	2	408	236	72	21	96	GEAR
5	1	10	1	1	3	493	236	112	22	96	CHANGE
5	1	10	1	1	4	620	236	86	22	96	LEVER
5	1	10	1	1	5	718	236	143	22	96	ASSEMBLY
5	1	10	1	1	6	882	237	5	21	94	1
2	1	11	0	0	0	940	236	173	22	-1	
3	1	11	1	0	0	940	236	173	22	-1	
4	1	11	1	1	0	940	236	173	22	-1	
5	1	11	1	1	1	940	236	75	22	93	239928
5	1	11	1	1	2	1041	236	72	22	83	LHD
2	1	12	0	0	0	345	265	193	30	-1	
3	1	12	1	0	0	345	265	193	30	-1	
4	1	12	1	1	0	345	265	193	30	-1	
5	1	12	1	1	1	345	265	52	25	96	Gear
5	1	12	1	1	2	405	269	72	26	96	change
5	1	12	1	1	3	486	269	52	22	96	lever
2	1	13	0	0	0	940	269	173	22	-1	
3	1	13	1	0	0	940	269	173	22	-1	
4	1	13	1	1	0	940	269	173	22	-1	
5	1	13	1	1	1	940	269	75	22	92	239925
5	1	13	1	1	2	1042	270	71	21	73	RHD
2	1	14	0	0	0	345	302	193	26	-1	
3	1	14	1	0	0	345	302	193	26	-1	
4	1	14	1	1	0	345	302	193	26	-1	
5	1	14	1	1	1	345	302	51	22	96	Gear
5	1	14	1	1	2	405	303	72	25	96	change
5	1	14	1	1	3	486	303	52	21	96	lever
2	1	15	0	0	0	940	303	173	21	-1	
3	1	15	1	0	0	940	303	173	21	-1	
4	1	15	1	1	0	940	303	173	21	-1	
